,text,favourite_count,retweet_count,created_at,username,location
301,"Yes People are dying becoz of fear of #COVID19 becoz they know you failed to give them all vaccine and treatment.

#UPFightsCorona #YogiAdityanath
#COVID #COVID19Vaccine #IndiaFightsCOVID19 #india #indian
#indians #UttarPradesh 

https://t.co/QS7Sh4JGT2",0,0,2021-05-10 08:56:57,TEJINDER PRUTHI,"New Delhi, Delhi"
302,'Black Fungus': A rare disease is blinding recovered Covid19 patients in India #India #Coronavirus #COVID #BlackFungus #Mucormycosis #COVID19 #COVID19India #Covid_19 https://t.co/Lo6iEWgQpW,0,0,2021-05-10 08:55:00,www.THEPIGEONEXPRESS.com,
303,"One-third of the people who came out of poverty will be back right where they started; a direct consequence of the #CovidCrisis in #India, say experts. 

#Covid_19 #SARS_CoV_2
Read more at @timesofindia
https://t.co/y72nwvpOa5",0,0,2021-05-10 08:50:00,"One Health, India",
304,"India Captain #ViratKohli Receives First Dose Of COVID-19 Vaccine @imVkohli @ImIshant

#Coronavirus #viratkholi #Cricketer #India #Vaccination #Covid19 #firstdose #vaccine

https://t.co/hIUvvblGXK",2,2,2021-05-10 08:47:39,Healthwire,"New Delhi, India"
305,"COVID-19: Global medical aid rushed to States, UTs, says Health Ministry https://t.co/Kmyo6THgm8 #indilivenews #Indianews #India #News #Live #World",0,0,2021-05-10 08:46:37,INDILIVENEWS,India
306,India fastest country globally to administer 17 crore COVID-19 vaccine doses https://t.co/eNXbMqLxkB #indilivenews #Indianews #India #News #Live #World,0,0,2021-05-10 08:46:36,INDILIVENEWS,India
307,"Around 20 people in #France have been currently detected with the variant of #COVID19 first found in #India, French Health Minister Olivier Veran tells LCI TV.

https://t.co/ytYDDEzN6V",4,5,2021-05-10 08:43:54,Al Arabiya English,Dubai
308,"Once demonised, Tablighi Jamaat volunteers conduct funerals of COVID-19 victims in Tirupati.
#Kashmir #Pakistan 
#India #CovidIndia @UN @baalegibreel @mobyshah @_sawasean @OIC_OCI @AP
@LodhiMaleeha @M_S_Beg
@Arslan_Sadiq @TurgayEvren
@SheenVader @trtworld
https://t.co/YXCB8PYJ3y",1,0,2021-05-10 08:39:03,Shafkat,Jammu And Kashmir
309,4 Provinces in #India Gone Close Due to Increasing Covid-19 Case Counts #Health https://t.co/kMrfdfFdSx https://t.co/L2JwXz7Kma,0,0,2021-05-10 08:36:06,RiskMap,
310,"The Red Cross Society of China has offered #India $1 million in cash assistance and a batch of anti-pandemic supplies to help the country combat #COVID_19, the Chinese Red Cross Foundation (CRCF) said Sunday.
https://t.co/UTDlVvEs1E",30,4,2021-05-10 08:30:38,China Daily,"Beijing, China"
311,Madras High Court grants relief to man who failed to get Passport on account of FIR for not wearing face-mask | Bar &amp; Bench #India https://t.co/eYn56fKK6w,0,0,2021-05-10 08:30:00,LawNewsIndex.com,"Cardiff, UK"
312,"The @SIRFund has been set up to support the hundreds and thousands of #seafarers that have been impacted by COVID-19. To help deliver urgent support to seafarers and their families in #India and other COVID-hit countries, you can donate here https://t.co/vWTR6sPf0s",1,2,2021-05-10 08:30:00,VERIFAVIA SHIPPING,Paris-London-India-Singapore
313,"1350 British Oxygen Cylinders Arrive #India, Part Of Generous Contribution To Battle Covid-19 
#CovidIndia #OxygenCylinder #Oxygen #unitedkingdom
https://t.co/piFgCtPfjv",0,0,2021-05-10 08:29:58,Global Tribune,New Delhi
314,"As #India’s COVID-19 disaster continues to unfold, Africans in the country are facing grim health risks and financial hardships, with uncertain prospects of when they will be able to return home. https://t.co/siteQGtFXP",0,1,2021-05-10 08:28:20,COVID-19 Africa Watch,
315,"#Modi batons down the hatches as Covid ravages #India | #CovidIndia | #COVID19 
https://t.co/lT9aHxHjQI",0,0,2021-05-10 08:26:02,Kashmir RG,London | United Kingdom 
316,"Sweatin’ it out in Old Delhi, the beating heart of this lively city, that’s just extended its COVID lockdown for another week. @CBSNews @CBSEveningNews @arshadrasool @virendra_khanna #covid_19 #lockdown #india #olddelhi #NewDelhi https://t.co/WacMT54kr2",6,2,2021-05-10 08:23:57,Christopher Livesay,All roads lead there
317,"@MoHFW_INDIA @milindtrivedi_ @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @COVIDNewsByMIB @CovidIndiaSeva @mygovindia @ICMRDELHI #India #COVID_19 
New Infections:  +366,499/24h ‼️
💀💀: 246,146+3,748/24h ‼️

https://t.co/lXcvJk6Heh",0,0,2021-05-10 08:23:56,Dr.M.A.A.O.W.,🇩🇪🇳🇱🇦🇪🇨🇺🇮🇩🇨🇭🇪🇺
318,"This week, India’s Solicitor General Tushar Mehta told the Supreme Court there is no oxygen deficit in India. Two days after his comments, 12 people, including a doctor, died in the ICU of a covid hospital as oxygen supply ran short. @BDUTT #India 

https://t.co/eru70ARkCK",0,0,2021-05-10 08:22:08,Shayne Haridas,Saudi Arabia
319,"Blessing from #Israel. For current situation of #India for Covid-19. Hundreds of Israelis gathered in an event &amp; sang songs including 'Om Namah Shivay' chant to pray for India in its fight against #COVID_19.
#israelstandswithindia #CoronavirusIndia https://t.co/JVYPopnbHH",1,0,2021-05-10 08:21:01,Backchod Indian,India
320,"#IndiaListing #india #indiaevents #indianews #indiapeople COVID-19 surge: Glitches in BBMP bed blocking software cause anxiety: A senior civic official, in charge of bed allotment in Bengaluru, acknowledged these glitches and said ‘the software is under… https://t.co/Zu4PVmS0be",0,0,2021-05-10 08:19:02,Online Listing,United States
321,"Covid-19 Surge In #India: Country Paying Horrendous Price For Modi Govts Neglect Of Pandemic, Says Sonia Gandhi #Health https://t.co/6Xtk7Y5Ugz https://t.co/wq2oLFvc9v",0,0,2021-05-10 08:18:34,RiskMap,
322,"#COVID19India
#India has more confirmed #COVID19 cases per day than ALL other rest of the countries/territories in the world combined.
For more updates… 
https://t.co/7Syf67zyLm https://t.co/yZJNzEp8jt",0,0,2021-05-10 08:16:18,Hyderabad Post,"Hyderabad, India"
323,"When death comes knocking: India’s second surge of COVID-19
Buckling under #coronavirus India’s health infrastructure is at a breaking point presently
#SecondWave #INDIA  #COVID19 
.@MakrandParanspe
https://t.co/zKxogoSK4V",14,5,2021-05-10 08:13:34,Gulf News,United Arab Emirates
324,"#India  #coronavirus  TRY TO AVOID coronavirus disease 2019 (COVID-19). 
AVOID PEOPLE, 2 m DISTANCE. USE A MASK. WASH YOUR HANDS. NO TO A HANDSHAKE.  NO HIGH FIVES. NO KISSES ON THE FACE.  NO HUGGING. AVOID TOUCHING YOUR EYES, NOSE AND MOUTH. #COVID19 #Brazil https://t.co/Ulj36LBXG1",0,0,2021-05-10 08:12:58,WORLD UPDATES #coronavirus disease 2019 (COVID-19),United Kingdom
325,"When death comes knocking: India’s second surge of COVID-19
Buckling under #coronavirus India’s health infrastructure is at a breaking point presently
#SecondWave #INDIA  #COVID19 
https://t.co/9ay62f6gE3",17,4,2021-05-10 08:12:55,Gulf News,United Arab Emirates
326,"Aim JRF !! 

#ugc #ugcnet #ugcnetbooks #jrf #ntanet #ntanetjrf #india #exam #professor_academey #onlineclasses #onlinecourses #enrollnow #ugcnetenglish #ugcnetcommerce #covid_19 #staysafe #MaskUp https://t.co/roylpuyoS9",0,0,2021-05-10 08:12:06,Professor Academy,"Chennai, India"
327,"#COVID19: Witnessing a decline, India recorded 3,66,161 fresh Covid-19 cases in the last 24 hours with 3,754 fatalities, the Union Ministry of Health and Family Welfare said. #Coronavirus #India #CovidIndia #HealthMinistry @MoHFW_INDIA 
https://t.co/7DkCsrjmwR",3,0,2021-05-10 08:09:55,Opinion Express,India
328,"In lieu of COVID-19, they started attack on our economy and environment. 

There are many shady things we are ignoring now. Wake up India &amp; USA.

#India #WakeUp #USA",0,0,2021-05-10 08:08:59,Equirria Solutions,"Delhi, India"
329,"#India has achieved the landmark of being the fastest country globally to administer 17 crore #Covid_19 #vaccines in the least number of days, defeating the #US and #China...

#India  #vaccine  #COVID19  #China  #USA 

https://t.co/RNlsawSEPP",0,0,2021-05-10 08:08:53,Y This News,"Hyderabad, India"
330,"Resurgence of #COVID19 infections in #India raises concerns over #sugar exports - https://t.co/468Js9kPl3

1. Uncertainty over India's logistical #constraints due to #lockdowns
2. Buyers hesitant to purchase Indian origin sugar

@PlattsAg | #OATT https://t.co/TmfDaU6rnH",0,0,2021-05-10 08:07:04,Rohan Somwanshi,The Pale Blue Dot
331,"@Poetryman551 Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/OaYeleMgj4",1,0,2021-05-10 08:03:24,Vibhushi Patwa | WritingCommunity,"Indore, India"
332,"@HhbSmathers @dkwestfall1 Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/DPm4rSFXSw",0,0,2021-05-10 08:03:03,Vibhushi Patwa | WritingCommunity,"Indore, India"
333,"@daveceptive Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/1oFJu1APWW",2,1,2021-05-10 08:02:48,Vibhushi Patwa | WritingCommunity,"Indore, India"
334,COVID-19: Over 1.8 cr people vaccinated in Maharashtra so far https://t.co/XZDJsKh24w #indilivenews #Indianews #India #News #Live #World,0,0,2021-05-10 08:02:32,INDILIVENEWS,India
335,"Karnataka issues fresh guidelines for hospitalisation, transfer, discharge of COVID-19 patients https://t.co/zRDbvEwJ5z #indilivenews #Indianews #India #News #Live #World",0,0,2021-05-10 08:02:31,INDILIVENEWS,India
336,'Little room for judicial interference': Centre defends Covid-19 vaccine pricing policy in Supreme Court https://t.co/ioVd5QhVbx #indilivenews #Indianews #India #News #Live #World,0,0,2021-05-10 08:02:31,INDILIVENEWS,India
337,Mumbai civic body denies suppressing COVID-19 death toll https://t.co/xqpYyMBnNO #indilivenews #Indianews #India #News #Live #World,0,0,2021-05-10 08:02:30,INDILIVENEWS,India
338,"Covid-19 positive Azam Khan shifted to Lucknow hospital from Sitapur jail, on oxygen support https://t.co/f0gDx6uEql #indilivenews #Indianews #India #News #Live #World",0,0,2021-05-10 08:02:30,INDILIVENEWS,India
339,Help Daily Wagers Suffering in Covid-19. - AHILYA SANSTHA LATUR visit https://t.co/3lslyd21yz to contribute and share the story. #CovidIndia #wagers #India #OxygenCylinder #Mumbai #PlasmaDonor #DONTIGNORE12THSTUDENTS #Unite2FightCorona #CovidIndia,2,2,2021-05-10 08:00:40,AHILYA SANSTHA LATUR,"Latur, India"
340,"#India's #COVID-19 cases dip from peak, calls for #shutdown mount https://t.co/YW1EAv8W1d",0,0,2021-05-10 08:00:37,CDE News,
341,"CDE News Update - India’s COVID-19 cases dip from peak, calls for shutdown mount - Read More: https://t.co/vEbA1MeEmK - Stay Informed #india #cdeNews #headlines https://t.co/frXXqlfK9Y",0,0,2021-05-10 08:00:30,Jesmond Saliba,Malta
342,"COVID 19 cases in India until : 10/05/2021 13:30

Total Cases: 22672785 [+10237]😅
Active: 3751392🖖🏽
Recovered: 18665592 [+130]❤
Deaths :246171 [+23]🙏🏼
Total Tests: 303.75M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot",0,0,2021-05-10 08:00:00,Coronavirus Bot 🇮🇳,
343,"Common and Less Common Side Effects of COVID-19 Vaccines

Getting vaccinated to fight against COVID-19 is safe. Covishield and Covaxin are two approved vaccines in India.

#covid #india #healthcare #covid19vaccination #covid19awareness

https://t.co/xJoqBHvuMn https://t.co/aYjkSAtIEf",1,0,2021-05-10 07:54:01,riya,
344,"India skipper Virat Kohli receives first dose of COVID-19 vaccine

#ViratKohli #India #coronavirus #vaccinate @imVkohli https://t.co/jeFEGyFX6F",2,0,2021-05-10 07:52:07,First India,"Jaipur, India"
345,.@Emirates launches #India humanitarian airbridge to transport urgent COVID-19 relief items https://t.co/HTnrI8hoKW https://t.co/APwXVMLCUG,14,2,2021-05-10 07:46:29,Dubai Tourism,Dubai
346,"Sign this. We need to have our political prisoners freed. Their parents are dying, or they are in danger of getting seriously ill in jail. This is inhuman #India

sign sign sign

https://t.co/PXks9gVGTd",0,0,2021-05-10 07:45:13,bde'sgrol,Ask goggle. Or the govt. 
347,"#India's #COVID19 tally rose to 22,662,575 on Monday, as 366,161 new cases were registered across the country in the past 24 hours, said the health ministry.
https://t.co/jTWLxEbJF7",0,0,2021-05-10 07:45:02,People's Daily app,"北京, 中华人民共和国"
348,"#India’s daily rise in #coronavirus cases has retreated from the 400,000 mark, while its daily rise in deaths also fell after two straight days of more than 4,000 fatalities.

https://t.co/k956m6CcKU",4,6,2021-05-10 07:43:51,Al Arabiya English,Dubai
349,"Updated by Aam Aadmi party. Here you can check latest list for oxygen refillers.
.
.
#helpnagar #covid #covid-19 #help #India #delhi #non-profit #medical #urgent #emergency #disease #icu #bed #icubed #oxygen #oxygencylinder #corona #delhi https://t.co/SbJ0ELMt3F",1,0,2021-05-10 07:41:38,Help Nagar,
350,"""The government shouldn’t be worrying about public relations. It should be working on saving all lives."" 

My colleague @amybrauns speaks with @hrw South Asia director @mg2411  about the human rights crisis behind #India’s #Covid19 surge.

https://t.co/UqShWNTI2t https://t.co/gRvEpyvo0d",4,1,2021-05-10 07:41:37,Birgit Schwarz,"Johannesburg, SA"
351,"SC adjourns to May 13 hearing in suo motu case involving distribution of essential Supplies, Services during COVID-19 | #Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal 
https://t.co/YM9yqpjHAZ",0,0,2021-05-10 07:41:31,LatestLaws.com,India
352,"In the midst of the #COVID19 pandemic, #India is battling a surge of mucormycosis, or 'black fungus' https://t.co/EQ6AsWOx9R",2,0,2021-05-10 07:40:00,Sur Plus,Canberra
353,"Covid-19: Matrix Cellular moves Delhi high court, denies any wrongdoing
#Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal #COVID19 #DelhiHighCourt 
https://t.co/kc9uMO09RA",0,0,2021-05-10 07:39:08,LatestLaws.com,India
354,"#IndiaFightsCOVID19
#India fastest country globally to administer 17 crore COVID-19 #vaccine doses: Health Ministry
#IndiaFightsBack",0,0,2021-05-10 07:38:51,Corona Updates India,
355,"After a year of #India authorities silencing #COVID19 critics, the ""government seems to care more about its image than the crisis itself: there are news reports about senior officials meeting to control the narrative"" around the pandemic @mg2411 @HRW https://t.co/ac4A4ZrIor https://t.co/VuJEZLFPXQ",4,3,2021-05-10 07:37:39,Gerry Simpson,Geneva
356,"@AJEnglish 👉🏿Deeply saddened by the news that RT #COVID19 deaths in #India could potentially reach a “staggering” one million by August, says international report https://t.co/7FnIhp2tko",0,0,2021-05-10 07:33:55,Bianca Jagger Nicaraguense por gracia de Dios 🇳🇮,The Universe
357,Join us tomorrow as @BDUTT and @RanaAyyub discuss the enormous professional and personal challenges in covering #India’s coronavirus catastrophe and share what it's been like to live through the crisis while trying to uncover the truth about the situation. https://t.co/ppktKFk8hA,171,30,2021-05-10 07:32:32,"The Foreign Correspondents’ Club, Hong Kong",Hong Kong
358,"Calls grew for #India to impose a nationwide lockdown as new coronavirus cases and deaths held close to record highs on Monday, increasing pressure on the government of Prime Minister Narendra Modi. #CovidIndia 
https://t.co/Jcl9MwCB8a",11,2,2021-05-10 07:32:31,SABC News,South Africa
359,"Until recently, most studies suggested that COVID-19 reinfections are rare. But that’s changing as newer variants are being discovered. #India #IndiaFightsCOVID19 
https://t.co/cv3riS2MkZ",4,3,2021-05-10 07:32:10,VICE World News,
360,"Until recently, most studies suggested that COVID-19 reinfections are rare. But that’s changing as newer variants are being discovered. #India #IndiaFightsCOVID19 
https://t.co/XLde5yyWF9",0,0,2021-05-10 07:31:49,VICE Asia,Asia
361,https://t.co/bOuCQIBCAF - Health officials say seven cases of the Indian variant have been detected in Northern Ireland #ireland #india https://t.co/mYXXbejrcA,0,0,2021-05-10 07:31:20,greenshame 🏴‍☠️,Ireland
362,"#Bangladesh extends closure of borders with #India after the country detected six cases of the Indian #Covid_19 variant.

Read more at @timesofindia
https://t.co/9sDnRHijaq",0,0,2021-05-10 07:30:00,"One Health, India",
363,Four people in SA test positive for Covid-19 variant found in India. #covid19 # SA #india #africantimes #media https://t.co/R1U8PaYxFW,0,0,2021-05-10 07:29:27,AfricanTimes2005,"Johannesburg, South Africa"
364,"🚨 Breaking News 🚨

@SunRisers donates Rs. 30 crores in India's fight against Covid-19

#SRH #COVID19India #CovidHelp #Covid19 #India",0,1,2021-05-10 07:25:55,Kheltalk,
365,Three hours in an understaffed Bharuch hospital with dying COVID-19 patients https://t.co/Vne5hBdxim via @thecaravanindia #india #CovidIndia,0,0,2021-05-10 07:23:42,Franca Roeschert,London
366,".@emirates has set up a #humanitarianairbridge between #Dubai and #India to transport #urgent #medical and #reliefitems, to support #India in its fight to control the serious #Covid_19 situation in the country.

@IHC_UAE @DXBMediaOffice 
https://t.co/eZoWZh7zrV",0,0,2021-05-10 07:19:09,ITLN Live,"Mumbai, India"
367,"INDIA'S MOST #12000 HP POWERFUL ELECTRIC LOCOMOTIVE

ALSTOM PRESENTS

WAG-12 B #60015

#electriclocomotive #wag12 #wag12b #alstom #northernrailway #indianrailways #westernrailways #train #trains #railfanning #rail #railways #covid_19 #dahanu #mumbai #maharashtra #india #2021 https://t.co/ii3BhGFWWc",1,1,2021-05-10 07:15:18,Oddy29,"Maharashtra, India"
368,"#India opened COVID-19 vaccine eligibility to all adults this month.

States say it’s not helping them slow the spread.
https://t.co/kdoI3gwfob",3,1,2021-05-10 07:15:00,9 & 10 News,Northern Michigan
369,"Media During COVID-19 in India 

Foreign Media 👉Hell On Earth #India 

Indian Media 👉Global Leader On Earth #Modi 

#70salMaiPheliBar",17,12,2021-05-10 07:14:33,RAJDEEP DEB “YUVA CONGRESS”,India
370,"#ICYMI | #India #quarantined! As #COVID19 wreaks havoc, these countries impose travel curbs | VIA @PlaneVanilla1 
https://t.co/rm4XQKIIvQ",0,0,2021-05-10 07:13:15,Debdutta Bhattacharjee,"New Delhi, India"
371,"#ICYMI | #India being kept at arm's length
#COVID19 #Quarantine
https://t.co/MrJz3M4of9",0,0,2021-05-10 07:12:57,Plane Vanilla,Noida
372,"""#India’s grave Covid crisis has not only pushed the government institutions and agencies to the margin,"" writes @ashoswai. It has given ""opportunities to religious, caste groups and activists to capture the space left by the retreating state""

https://t.co/d3F56duy5x",70,28,2021-05-10 07:11:04,Chris Kay,"London, England"
373,"#India's #Covid19cases dip from peak, calls for #shutdown mount https://t.co/mPiIko9eOt",0,0,2021-05-10 07:08:39,The Business Standard,"Dhaka, Bangladesh"
374,"#Twitter Group's Offer #India a #COVID19  Lifeline.
https://t.co/vGp4Idr60u #socialmedia #Tech",0,1,2021-05-10 07:08:24,Roger Verhoeven,Nederland
375,"Ever since the beginning of the COVID-19 pandemic, many citizens especially from the Northeast region are developing a newer fear. #fitnortheast #health #healthy #healthcare #wellness #northeast #northeastindia #india https://t.co/ZFMntBlPQ3",0,0,2021-05-10 07:07:51,Fit Northeast,
376,"Less than a fortnight after President #JoeBiden in his conversation with PM #NarendraModi pledged his country's steadfast support for the people of #India, #America has responded with an unprecedented financial assistance worth nearly USD half a billion.
https://t.co/36by2o3bVE",3,1,2021-05-10 07:06:00,The Pioneer,
377,"#India fastest country globally to administer 17 crore #COVID-19 #vaccine doses
https://t.co/m53g4vg1ZO",10,1,2021-05-10 07:05:32,Rising Kashmir,Srinagar
378,"#India fastest country globally to administer 17 crore #COVID-19 #vaccine doses: Health ministry
@MoHFW_INDIA",0,0,2021-05-10 07:03:59,Daily MumbaiMitra,"Arey Colony,Goregaon East "
379,"#India fastest country globally to administer 17 crore #COVID-19 #vaccine doses: Health ministry
@MoHFW_INDIA",0,0,2021-05-10 07:03:47,Daily Vruttmitra,"Mumbai, India"
380,"#US #drug - #maker, #Eli #Lilly, #announced that it had #issued #royalty - #free, #non - #exclusive #voluntary #licenses to #Cipla, #Lupin, and #Sun #Pharmaceutical #Industries. to #manufacture and #distribute Baricitinib in #India.

https://t.co/RIXR6YCYoJ",0,1,2021-05-10 07:02:35,Shriram Insight,Kolkata
381,"BITS NEWS, Agra Covid-19 crisis: BJP MLA struggles to get hospital bed for wife ,  Agra Covid-19 crisis: BJP MLA struggles to get hospital bed for wife, #news #covid #coronavirus #like #india #love #instagram #media #follow #music #viral #fashion #breaki… https://t.co/ExwcueFrRB",1,0,2021-05-10 07:01:45,BITS NEWS,India
382,"India reports 3,66,161 new COVID-19 cases and 3,754 deaths in the last 24 hours
.
.
#iht #trending #india #reports #new #covid_19 #cases #death #last 
Read more : https://t.co/NRPiIRDrSE https://t.co/T9gwMW9XBs",0,0,2021-05-10 07:00:55,India Hot Topics,"New Delhi, India"
383,"COVID 19 cases in India until : 10/05/2021 12:30

Total Cases: 22662410 [+0]😅
Active: 3741368🖖🏽
Recovered: 18665266 [+0]❤
Deaths :246146 [+0]🙏🏼
Total Tests: 303.75M🧪

Data- @covid19indiaorg
#CoronaVirus #COVID19inIndia #India #Bot",1,1,2021-05-10 07:00:00,Coronavirus Bot 🇮🇳,
384,Congratulations india to get covid 19 medicine #2DG it will help to patient to easy recover from covid 19 thank  you @DRDO_India #IndiaWillWin to make this possible and  this medicine easy to produce as well as delivered #India,13,5,2021-05-10 06:57:47,#letusbacktoaus,India
385,"The first consignment of Russia's 1,50,000 Sputnik V vaccine arrived in Hyderabad, bringing India one step closer to providing vaccine in its COVID-19 immunization campaign. Sputnik V will be used with other vaccines like Covishield and Covaxin
#airimport #russianvaccine #india https://t.co/xiPNavvslD",0,0,2021-05-10 06:56:41,La Freightlift,
386,"Weblieu - #workfromhome 
We help you to grow your business in this pandemic situation
So, #stayathome we always with you
.
#lockdown #isolation #delhi #india #covid_19 #corona #staysafe #office #webdesigningcompany #digitalmarketing #officeinteriors #decor #weblieu #SEO #PPC https://t.co/Jc3NCLXpA4",0,0,2021-05-10 06:55:11,Weblieu Technologies Pvt. Ltd.-- Web Design & Dev.,Noida 
387,"Do Air Purifiers at your #home can protect you against viruses like #COVID-19?

All your questions have been answered in this #video. 

#India #COVID #covid19 #oxygen #pollution #health #healthcare #quarantine #CoronavirusPandemic #Health #healthandwellness #CovidIndia https://t.co/XTNEhc2r9t",2,2,2021-05-10 06:53:20,"Advind Healthcare (Wear a Mask, Stay Safe)",India
388,"Amitabh contributes ₹2 cr for the COVID-19 center at a Delhi Gurdwara
.
.
#iht #trending #india amitabh #contributes #cr #center #Delhi #gurudwara
Read more : https://t.co/NRPiIRDrSE https://t.co/08c81RPDha",0,0,2021-05-10 06:52:47,India Hot Topics,"New Delhi, India"
389,"HC issues notice on PIL seeking direction to provide interim custody of Children orphaned due to COVID-19 | #Law #Latest #LatestLaws #LegalNews #India #IndianNews #News #Legal 
https://t.co/O1ok2FdhIj",0,0,2021-05-10 06:52:39,LatestLaws.com,India
390,"India's largest motorbike maker, Hero MotoCorp, extended a shutdown at its manufacturing facilities across India till May 16, a day after Maruti Suzuki India announced a similar move, citing the COVID-19 pandemic.  #OOTT #India #covid19 #oilproducts 

https://t.co/PsZ4YxPY9l",1,1,2021-05-10 06:51:27,Nitin Kashimpuria,"Gurugram, India"
391,#saveboardstudents from Covid-19. Board exams can lead to the inevitable #ThirdWave in #India,0,0,2021-05-10 06:51:01,Guneet Sahni,"Mumbai, India"
392,"Here is the latest information related to #India 's #Covid19 tally

https://t.co/ouW7hUH4ly",3,0,2021-05-10 06:50:00,Business Line,"Chennai, India"
393,"India's airlines are under renewed pressure to raise cash or face the risk of having to downsize, consolidate or have their planes repossessed by lessors as a surge of COVID-19 infections roils travel.  #OOTT #India #covid19 #oilproducts 

https://t.co/Hu0Y3MQbf1",0,1,2021-05-10 06:49:21,Nitin Kashimpuria,"Gurugram, India"
394,"#COVID-19 Update / #WHO scientist said, why is #Coronavariant of #India so dangerous? https://t.co/MmFl7NbvjQ",0,0,2021-05-10 06:47:55,Zoom News,India
395,"#COVID19 update: #India records 3,66,161 fresh cases and 3,754 fatalities in a single day
#ActiveCases #Recovered
#deathtoll #IndiaCovidCrisis
#COVIDSecondWave #IndiaFightsCOVID19
@MoHFW_INDIA @COVIDNewsByMIB 
https://t.co/iNKv885Ywe",0,0,2021-05-10 06:47:29,TheNews21,"Mumbai, India"
396,"#GIS Representation of #Covid_19 scenario for #India for 10th May 2021, prepared by @CSIR_NEERI
 #Staystrongindia #LargestVaccineDrive
Total Vaccination till date - 17,01,76,603
Active Cases in last 24 hrs - 3,62,407
#IndiaFightsCorona #MaskUp #Staysafe 
@PMOIndia https://t.co/E9TZmLLDDK",8,4,2021-05-10 06:46:38,CSIR-NEERI: Waste Water Technology Division,Nagpur
397,"@homieralex100 Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/giSmWMNp4j",0,1,2021-05-10 06:45:16,Vibhushi Patwa | WritingCommunity,"Indore, India"
398,"@Matt33237989 Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/zGqR7IrRS9",1,0,2021-05-10 06:45:12,Vibhushi Patwa | WritingCommunity,"Indore, India"
399,"@iamcmims Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/QpzrnlwpOh",0,1,2021-05-10 06:45:12,Vibhushi Patwa | WritingCommunity,"Indore, India"
400,"@saravanessawxx Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/XKmX3aAXGn",0,0,2021-05-10 06:45:11,Vibhushi Patwa | WritingCommunity,"Indore, India"
401,"@DKemeridou Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/MXI6fyXllp",0,0,2021-05-10 06:45:11,Vibhushi Patwa | WritingCommunity,"Indore, India"
402,"@countryjim13 Dear Corona, here's the plan⚠️

Subscribe to my YT channel https://t.co/S9spaz7Hwi

#corona
#pandemic
#fightcorona
#covid_19
#coronaviruspandemic
#india
#reelsvideo
#reelsinsta
#reelkarofeelkaro
#feelkaroreelkaro
#reelsindia
#fighting
#united
#together
#masks
#surrender https://t.co/FOaaqKEa5O",1,0,2021-05-10 06:45:11,Vibhushi Patwa | WritingCommunity,"Indore, India"
